,Sampling_start_date,State,County,detection_status_SARSCoV2,sars.cov.2_cocentration_copy_per_ml*,pmmov_concentration**,new_cases***,cumulative_cases***,county_population,wwtp_flow_MGD****,wwtp_flow_mL,Estimated_population_served,Sampling_location_ID
1284,5/25/20,TX,Harris,quantifiable,17.89424466,32315191.38,151,10921,4713325,20.424,77313254688,188200,408c711ee0ed33e63e26ad375d4673b727d20c49
1285,5/25/20,TX,Harris,quantifiable,14.26827685,36454339.37,151,10921,4713325,4.628,17518886736,32648,6ac7ccc73672a81317e988833a04fe908d087f38
1286,5/25/20,TX,Harris,quantifiable,43.43565546,41407854.85,151,10921,4713325,5.23,19797704760,192199,33ce82d266d8c639b60b6c1d602ddb1f1b42700c
1287,5/25/20,TX,Harris,quantifiable,29.41925903,38919184.56,151,10921,4713325,9.264,35068056768,233071,88b4f64fdcda94c4b1011889e6039a9e28806a43
1288,5/12/20,CA,Lake,quantifiable,56.31325291,2800111.157,0,8,64386,0.408,1544448096,5100,7fbfad4023414eaad9f8444d553c9771628d17ac
1289,5/19/20,CA,Lake,not detected,NA,unmeasured,1,11,64386,0.502,1900276824,5100,7fbfad4023414eaad9f8444d553c9771628d17ac
1290,5/26/20,CA,Lake,not detected,NA,unmeasured,2,14,64386,0.455,1722362460,5100,7fbfad4023414eaad9f8444d553c9771628d17ac
1291,5/12/20,TX,Galveston,not detected,NA,11541447.16,1,686,342139,0.446,1688293752,10000,ce286c2bb3a2bdfed9b992fbc62142c1e68589b2
1292,5/13/20,TX,Galveston,not detected,NA,7394456.732,2,688,342139,0.437,1654225044,10000,ce286c2bb3a2bdfed9b992fbc62142c1e68589b2
1293,5/19/20,TX,Galveston,not detected,NA,unmeasured,4,706,342139,0.738,2793634056,10000,ce286c2bb3a2bdfed9b992fbc62142c1e68589b2
1294,5/26/20,TX,Galveston,not detected,NA,unmeasured,1,753,342139,0.573,2169041076,10000,ce286c2bb3a2bdfed9b992fbc62142c1e68589b2
1295,5/5/20,TN,Hamilton,not detected,NA,282600.0745,4,184,367804,143.19,5.42E+11,4.00E+05,1767fe7f53f1145ed4d4b0b083b419adb869b476
1296,5/14/20,TN,Hamilton,not detected,NA,164.5908818,33,319,367804,52.09,1.97E+11,4.00E+05,1767fe7f53f1145ed4d4b0b083b419adb869b476
1297,5/18/20,TN,Hamilton,quantifiable,3.946493528,unmeasured,10,357,367804,84.4,3.19E+11,4.00E+05,1767fe7f53f1145ed4d4b0b083b419adb869b476
1298,5/26/20,TN,Hamilton,quantifiable,28.94297294,unmeasured,41,642,367804,82.9,3.14E+11,4.00E+05,1767fe7f53f1145ed4d4b0b083b419adb869b476
1299,5/27/20,CA,Mariposa,not detected,NA,unmeasured,0,16,17203,0.004,15141648,65,c1f876bdc937569fefb0878109402d8094e0a96d
1300,5/26/20,CA,Mariposa,not detected,NA,unmeasured,1,16,17203,0.008,30283296,300,99cd3aa22320d163bb5789b7dc8b058056913d66
1301,5/31/20,CA,Mariposa,not detected,NA,13887737.25,0,16,17203,0.008,30283296,500,da500cbf1ebc8b060b7454fd0a765cbadf59ffb9
1302,5/12/20,CA,Mariposa,not detected,NA,1991226.998,0,15,17203,0.1248,472419417.6,2000,eaa686cf3d9d3230a95969c1932fe1b3eaefff70
1303,5/26/20,CA,Mariposa,not detected,NA,12311643.23,1,16,17203,0.122,461820264,2000,eaa686cf3d9d3230a95969c1932fe1b3eaefff70
1304,5/19/20,CA,Mariposa,not detected,NA,unmeasured,0,15,17203,0.1323,500810007.6,2000,eaa686cf3d9d3230a95969c1932fe1b3eaefff70
1305,3/29/20,TX,Dallas,not detected,NA,7742166.764,49,488,2635516,3.274,12393438888,16429,c7988369ef4ebc3befad03526a1c6129d98546af
1306,5/17/20,CA,Mariposa,not detected,NA,708713.6086,0,15,17203,0.008,30283296,300,99cd3aa22320d163bb5789b7dc8b058056913d66
1307,5/12/20,VA,Botetourt,not detected,NA,unmeasured,0,30,33419,0.0109,41260990.8,293,e6008d39b065760a1b2b9864ea7ee0ec117b9923
1308,5/14/20,VA,Botetourt,not detected,NA,12709434.65,0,30,33419,0.0063,23848095.6,293,e6008d39b065760a1b2b9864ea7ee0ec117b9923
1309,5/19/20,VA,Botetourt,not detected,NA,553088.6827,0,31,33419,0.0191,72301369.2,293,e6008d39b065760a1b2b9864ea7ee0ec117b9923
1310,5/26/20,VA,Botetourt,not detected,NA,unmeasured,0,32,33419,0.0278,105234453.6,293,e6008d39b065760a1b2b9864ea7ee0ec117b9923
1311,5/11/20,VA,Roanoke city,not detected,NA,2901113.819,13,106,99143,32.01,1.21E+11,211885,6180e2dbc2e52c60be985e894d0d257fd2b12f43
1312,5/14/20,VA,Roanoke city,quantifiable,5.332079657,unmeasured,4,120,99143,35,1.32E+11,211885,6180e2dbc2e52c60be985e894d0d257fd2b12f43
1313,5/26/20,VA,Roanoke city,not detected,NA,unmeasured,6,146,99143,107,4.05E+11,211885,6180e2dbc2e52c60be985e894d0d257fd2b12f43
1314,5/19/20,VA,Roanoke city,quantifiable,7.840817302,unmeasured,7,135,99143,35,1.32E+11,211885,6180e2dbc2e52c60be985e894d0d257fd2b12f43
1315,5/6/20,CA,Del Norte,not detected,NA,497089.1365,0,3,27812,1.168,4421361216,10000,856df03f8de4551217cbfd0060b8552330d05a9a
1316,5/12/20,CA,Del Norte,quantifiable,33.11115808,281628.6102,0,3,27812,1.153,4364580036,10000,856df03f8de4551217cbfd0060b8552330d05a9a
1317,5/19/20,CA,Del Norte,quantifiable,24.25086237,unmeasured,2,14,27812,1.436,5435851632,10000,856df03f8de4551217cbfd0060b8552330d05a9a
1318,5/26/20,CA,Del Norte,quantifiable,19.66274761,unmeasured,3,40,27812,1.244,4709052528,10000,856df03f8de4551217cbfd0060b8552330d05a9a
1319,5/11/20,WI,Shawano,quantifiable,18.6831717,2118555.141,3,25,40899,2.577,9755006724,18000,20c73c96252ced86fd6f829392187af2f83d98ae
1320,5/18/20,WI,Shawano,not detected,NA,2135331.308,2,33,40899,3.814,14437561368,18000,20c73c96252ced86fd6f829392187af2f83d98ae
1321,6/1/20,WI,Shawano,quantifiable,24.97259051,8906600.881,1,48,40899,3.18,12037610160,18000,20c73c96252ced86fd6f829392187af2f83d98ae
1322,5/25/20,WI,Shawano,not detected,NA,17194102.92,0,38,40899,2.999,11352450588,18000,20c73c96252ced86fd6f829392187af2f83d98ae
1323,5/7/20,CA,Placer,not detected,NA,231437.2563,2,165,398329,4.233,16023648996,75000,acc325bae4331d03c1a43fb63a52e42aa50817d5
1324,5/12/20,CA,Placer,not detected,NA,216034.5796,0,170,398329,4.438,16799658456,75000,acc325bae4331d03c1a43fb63a52e42aa50817d5
1325,5/18/20,CA,Placer,not detected,NA,6061802.294,0,175,398329,5.397,20429868564,75000,acc325bae4331d03c1a43fb63a52e42aa50817d5
1326,5/25/20,CA,Placer,quantifiable,43.40326306,unmeasured,1,185,398329,4.361,16508181732,75000,acc325bae4331d03c1a43fb63a52e42aa50817d5
1327,5/13/20,WA,Pierce,quantifiable,12.09415065,716072.9561,11,1604,904980,16.51,62497152120,213000,5fa9ded4fd12395881b68899a6160d7c5a39ebee
1328,5/20/20,WA,Pierce,quantifiable,32.39387307,31303761.2,12,1716,904980,15.96,60415175520,213000,5fa9ded4fd12395881b68899a6160d7c5a39ebee
1329,5/27/20,WA,Pierce,quantifiable,12.77192636,31409787,90,1856,904980,15.9,60188050800,213000,5fa9ded4fd12395881b68899a6160d7c5a39ebee
1330,5/13/20,WA,Pierce,not detected,NA,486924.1021,11,1604,904980,3.38,12794692560,55000,5d1ac4dc5bfadf7a9c88bdba8f04de41f6e744e5
1331,5/27/20,WA,Pierce,quantifiable,18.26767223,unmeasured,90,1856,904980,3.31,12529713720,55000,5d1ac4dc5bfadf7a9c88bdba8f04de41f6e744e5
1332,5/20/20,WA,Pierce,quantifiable,3.328398136,unmeasured,12,1716,904980,4.1,15520189200,55000,5d1ac4dc5bfadf7a9c88bdba8f04de41f6e744e5
1333,5/19/20,WY,Teton,quantifiable,44.12451348,unmeasured,31,100,23464,1.61,6094513320,13036,162648d63290bf5897ebda2464a835db97c3a9d5
1334,5/26/20,WY,Teton,not detected,NA,unmeasured,0,100,23464,1.85,7003012200,13036,162648d63290bf5897ebda2464a835db97c3a9d5
1335,5/12/20,CA,Tehama,not detected,NA,4102375.395,0,1,65084,0.744,2816346528,7663,795c3a5612e1da96035d6a89cf3e4678a27a94b0
1336,5/7/20,CA,Tehama,not detected,NA,5331307.985,0,1,65084,0.753,2850415236,7663,795c3a5612e1da96035d6a89cf3e4678a27a94b0
1337,5/19/20,CA,Tehama,quantifiable,9.235278103,unmeasured,0,2,65084,0.725,2744423700,7663,795c3a5612e1da96035d6a89cf3e4678a27a94b0
1338,5/26/20,CA,Tehama,not detected,NA,unmeasured,1,4,65084,0.64,2422663680,7663,795c3a5612e1da96035d6a89cf3e4678a27a94b0
1339,3/29/20,TX,Collin,not detected,NA,7006369.248,6,134,1034730,23.4,88578640800,186000,2a771de956a65d6626a0ec2414fbe6fcfbaadfc4
1340,5/26/20,CA,Mendocino,not detected,NA,unmeasured,2,23,86749,0.021,79493652,445,780ec7fb088eaf9b98434b46ce479d62a1d61cef
1341,5/20/20,CA,Mendocino,not detected,NA,unmeasured,1,15,86749,0.017,64352004,445,780ec7fb088eaf9b98434b46ce479d62a1d61cef
1342,5/27/20,CA,Mendocino,not detected,NA,unmeasured,2,25,86749,0.02,75708240,445,780ec7fb088eaf9b98434b46ce479d62a1d61cef
1343,5/28/20,CA,Mendocino,not detected,NA,45874357.14,5,30,86749,0.03,113562360,445,780ec7fb088eaf9b98434b46ce479d62a1d61cef
1344,5/19/20,CT,Hartford,quantifiable,74.25543773,unmeasured,93,9050,891720,19,71922828000,1.00E+05,9d5827dab8a95d96193839ae250261cc1fc7b22f
1345,5/19/20,CT,Middlesex,quantifiable,4.814972212,unmeasured,11,947,162436,5,18927060000,25000,0959c57d882c33519a41f09d8ffae72f7baf6c4e
1346,5/12/20,MT,Silver Bow,not detected,NA,354711.5026,0,11,34915,3.37,12756838440,34000,8804621f82343390ffd51b1662dd1e59469a6052
1347,5/26/20,MT,Silver Bow,not detected,NA,unmeasured,0,11,34915,3.42,12946109040,34000,8804621f82343390ffd51b1662dd1e59469a6052
1348,5/19/20,MT,Silver Bow,not detected,NA,unmeasured,0,11,34915,3.58,13551774960,34000,8804621f82343390ffd51b1662dd1e59469a6052
1349,5/17/20,MT,Silver Bow,not detected,NA,1049440.383,0,11,34915,3.35,12681130200,34000,8804621f82343390ffd51b1662dd1e59469a6052
1350,5/18/20,MA,Middlesex,not detected,NA,4682084.719,216,19345,1611699,1.0385,3931150362,6000,a8406f149e838bbbb767fc5ecead411322b0500e
1351,5/7/20,WA,Skagit,quantifiable,219.5066186,1625123.132,10,389,129205,2.05,7760094600,37141,6a93cc2abfadec74be462e4a16a7332fff5a2af4
1352,5/18/20,CA,San Bernardino,quantifiable,98.42362506,8612768.374,82,3593,2180085,21.06,79720776720,215941,73606964a4c89f85e46d3d70306a3e736905b8c7
1353,5/25/20,NY,Nassau,quantifiable,14.57643543,18739889.34,70,39907,1356924,58,2.20E+11,6.00E+05,8ee19884517190c277f058d57a83a1390e1e5637
1354,5/18/20,NY,Nassau,quantifiable,75.86072577,5796425.625,89,39225,1356924,50.4,1.91E+11,6.00E+05,8b32d93e864926599ce7ba9351c46c3bd6ca5bcd
1355,5/17/20,NY,Nassau,not detected,NA,11178055.77,103,39136,1356924,57,2.16E+11,6.00E+05,8ee19884517190c277f058d57a83a1390e1e5637
1356,5/25/20,NY,Nassau,quantifiable,14.688522,35191965.4,70,39907,1356924,50.7,1.92E+11,6.00E+05,8b32d93e864926599ce7ba9351c46c3bd6ca5bcd
1357,5/9/20,FL,Monroe,not detected,NA,4925351.982,8,88,74228,0.245,927425940,2200,61ed7c4735be95e609c6b0f5d3bb4432ea70fbd8
1358,5/13/20,FL,Monroe,not detected,NA,7948986.732,0,95,74228,0.222,840361464,2200,61ed7c4735be95e609c6b0f5d3bb4432ea70fbd8
1359,5/21/20,FL,Monroe,not detected,NA,unmeasured,0,100,74228,0.208,787365696,2200,61ed7c4735be95e609c6b0f5d3bb4432ea70fbd8
1360,5/27/20,FL,Monroe,not detected,NA,16048797.28,0,107,74228,0.193,730584516,2200,61ed7c4735be95e609c6b0f5d3bb4432ea70fbd8
1361,3/24/20,CA,Santa Barbara,not detected,NA,unmeasured,6,24,446499,6.5,24605178000,97000,c51fa86f99634a76a61c24c7ab7738d5fa936eb6
1362,5/11/20,IN,Lake,quantifiable,122.5362755,1564716.896,48,2493,485493,57,2.16E+11,149941,9f229747c2b89822e757e94186fe5bf885e5709a
1363,5/14/20,IN,Lake,quantifiable,76.0376237,6354834.901,96,2684,485493,1.678,6351921336,10411,7fdcef7607c653096a6747fca1fa9580c922b15e
1364,5/13/20,IN,Lake,not detected,NA,4519077.32,54,2588,485493,0.235,889571820,1458,80bc3a87f18edcc1a24a99998a9fe008f6ea2bf7
1365,5/13/20,IN,Lake,quantifiable,32.56056784,1470675.21,54,2588,485493,4.2549,16106549519,28040,b9ea18d02d6d5d736108f340aa8e7540086d71b1
1366,5/13/20,IN,Lake,not detected,NA,1826977.808,54,2588,485493,0.8107,3068833508,4544,1a1b4dcacbd5069fb0ed1269a21dc2124c432c45
1367,5/13/20,IN,Lake,quantifiable,12.40480886,3870368.105,54,2588,485493,1.602,6064230024,8978,4ded4d78bccb173a621dc4481e9cc6b611f28ba7
1368,5/13/20,IN,Lake,quantifiable,276.2509622,4146314.802,54,2588,485493,3.7874,14336869409,21228,25f2c4a4b874c2cfb5b17e220247ae16ddada33f
1369,5/13/20,PA,Lebanon,quantifiable,16.2208479,364618.9802,24,849,141793,0.4974,1882863929,5525,ed185f77be121c158d16fbbdfe6b7dc5d6caf81e
1370,5/27/20,PA,Lebanon,not detected,NA,unmeasured,14,936,141793,0.5245,1985448594,5525,ed185f77be121c158d16fbbdfe6b7dc5d6caf81e
1371,5/19/20,ME,York,quantifiable,4.396106711,unmeasured,5,307,207641,1.455,5507774460,21000,00beaa4673b03e0b383292595bdb761a24b317de
1372,5/12/20,ME,York,not detected,NA,331104.644,2,264,207641,1.635,6189148620,21000,00beaa4673b03e0b383292595bdb761a24b317de
1373,5/26/20,ME,York,not detected,NA,unmeasured,9,359,207641,1.32,4996743840,21000,00beaa4673b03e0b383292595bdb761a24b317de
1374,5/13/20,OH,Greene,not detected,NA,1382285.563,1,68,168937,0.446,1688293752,3487,bc488cc89b25c1bea6a737f2d452461480715ffc
1375,3/27/20,PA,Lebanon,not detected,NA,unmeasured,8,12,141793,5.5,20819766000,25500,32033e9d812fb822a851424c8e04395e3e936b28
1376,3/25/20,IN,Steuben,not detected,NA,unmeasured,0,0,34594,1.1,4163953200,10000,5d428ec055bd74763dddaa0746ffc256817d30c3
1377,3/15/20,CA,Santa Clara,not detected,NA,unmeasured,32,255,1927852,105,3.97E+11,1500000,627aa6524bcdc2b4d1743113d85c436473cca6a9
1378,3/24/20,CA,Santa Clara,not detected,NA,unmeasured,69,724,1927852,105,3.97E+11,1500000,627aa6524bcdc2b4d1743113d85c436473cca6a9
1379,3/16/20,CA,Santa Clara,quantifiable,21.34607745,unmeasured,35,290,1927852,105,3.97E+11,1500000,627aa6524bcdc2b4d1743113d85c436473cca6a9
1380,3/17/20,CA,Santa Clara,not detected,NA,unmeasured,47,337,1927852,105,3.97E+11,1500000,627aa6524bcdc2b4d1743113d85c436473cca6a9
1381,3/18/20,CA,Santa Clara,not detected,NA,unmeasured,53,390,1927852,105,3.97E+11,1500000,627aa6524bcdc2b4d1743113d85c436473cca6a9
1382,3/19/20,CA,Santa Clara,not detected,NA,unmeasured,52,442,1927852,105,3.97E+11,1500000,627aa6524bcdc2b4d1743113d85c436473cca6a9
1383,3/20/20,CA,Santa Clara,not detected,NA,unmeasured,62,504,1927852,105,3.97E+11,1500000,627aa6524bcdc2b4d1743113d85c436473cca6a9
1384,3/21/20,CA,Santa Clara,quantifiable,75.83709919,unmeasured,39,543,1927852,105,3.97E+11,1500000,627aa6524bcdc2b4d1743113d85c436473cca6a9
1385,3/22/20,CA,Santa Clara,not detected,NA,unmeasured,38,581,1927852,105,3.97E+11,1500000,627aa6524bcdc2b4d1743113d85c436473cca6a9
1386,3/23/20,CA,Santa Clara,not detected,NA,unmeasured,74,655,1927852,105,3.97E+11,1500000,627aa6524bcdc2b4d1743113d85c436473cca6a9
1387,5/12/20,AZ,Pima,not detected,NA,1759068.583,21,1623,1047279,2.386,9031993032,23000,6ec74b45763f82f6ab6994d50abcf4308cbcf8a8
1388,5/25/20,VT,Rutland,not detected,NA,14276525.39,2,53,58191,0.04,151416480,2500,cdc2bb068a6800b502f254788c508e95a244ddc9
1389,5/13/20,VT,Rutland,not detected,NA,8312913.703,0,49,58191,0.04,151416480,2500,cdc2bb068a6800b502f254788c508e95a244ddc9
1390,5/17/20,CA,Los Angeles,not detected,NA,650254.3588,671,37974,10039107,230.7,8.73E+11,5300000,febc4cee6bb96c5b8bbdc62e29e002635118255f
1391,5/31/20,CA,Los Angeles,quantifiable,7.914724852,41657767.46,1345,54996,10039107,225.4,8.53E+11,5300000,febc4cee6bb96c5b8bbdc62e29e002635118255f
1392,5/31/20,CA,Los Angeles,quantifiable,120.2260182,122401711.8,1345,54996,10039107,62.5,2.37E+11,1940000,3ac3c2fc57093f125b2d8c3e271027d824b1583f
1393,5/17/20,CA,Los Angeles,quantifiable,45.64518736,14323273.08,671,37974,10039107,39,1.48E+11,1940000,3ac3c2fc57093f125b2d8c3e271027d824b1583f
1394,5/14/20,ME,York,not detected,NA,4791519.634,8,277,207641,1.11,4201807320,15000,ddbff609e2e8f7a93272a3489d62009f9373b957
1395,5/25/20,ME,York,not detected,NA,10471949.08,6,350,207641,0.86,3255454320,15000,ddbff609e2e8f7a93272a3489d62009f9373b957
1396,5/18/20,MD,Frederick,quantifiable,179.5741056,15307041.78,37,1460,259547,7.495,28371662940,80200,c850af770b568cda1294c99949b49a5f48b491fa
1397,5/11/20,MD,Frederick,quantifiable,215.8217052,7471241.454,16,1267,259547,8.243,31203151116,80200,c850af770b568cda1294c99949b49a5f48b491fa
1398,5/25/20,MD,Frederick,quantifiable,93.5252186,25112186.15,15,1746,259547,7.493,28364092116,80200,c850af770b568cda1294c99949b49a5f48b491fa
1399,6/1/20,MT,Lewis and Clark,not detected,NA,13935642.33,0,17,69432,3.46,13097525520,28190,44a9099a8968a3520491c5db3ec950b745fba377
1400,5/19/20,MT,Lewis and Clark,not detected,NA,unmeasured,0,16,69432,3.43,12983963160,28190,44a9099a8968a3520491c5db3ec950b745fba377
1401,5/25/20,MT,Lewis and Clark,not detected,NA,40421668.15,0,17,69432,3.46,13097525520,28190,44a9099a8968a3520491c5db3ec950b745fba377
1402,5/31/20,OR,Umatilla,quantifiable,38.48416538,17016333.61,0,116,77950,2.6,9842071200,17500,27abda0679fd44c3a223fad19ae374902a283471
1403,5/24/20,OR,Umatilla,not detected,NA,10266093.9,1,111,77950,3.3,12491859600,17500,27abda0679fd44c3a223fad19ae374902a283471
1404,5/17/20,OR,Umatilla,not detected,NA,1349364.475,0,93,77950,2.06,7797948720,17500,27abda0679fd44c3a223fad19ae374902a283471
1405,5/18/20,IN,Hamilton,not detected,NA,699018.6646,12,1033,338011,17.2,65109086400,84000,2ed290b6a963f8a855fb565f605c2959f72d5f12
1406,5/20/20,IN,Hamilton,quantifiable,32.44307632,unmeasured,12,1054,338011,12.48,47241941760,84000,2ed290b6a963f8a855fb565f605c2959f72d5f12
1407,5/25/20,IN,Hamilton,quantifiable,14.00243023,17872311.79,3,1099,338011,10.3,38989743600,84000,2ed290b6a963f8a855fb565f605c2959f72d5f12
1408,5/27/20,IN,Hamilton,quantifiable,6.484393355,10960231.62,8,1123,338011,10.752,40700749824,84000,2ed290b6a963f8a855fb565f605c2959f72d5f12
1409,5/4/20,CO,Arapahoe,not detected,NA,12962022.53,52,2758,656590,38.2,1.45E+11,6.00E+05,d02f08179b593ad919b13ad4a487571d3f9e52d9
1410,5/11/20,CO,Arapahoe,quantifiable,104.0091212,6034923.539,41,3313,656590,38.6,1.46E+11,6.00E+05,d02f08179b593ad919b13ad4a487571d3f9e52d9
1411,5/18/20,CO,Arapahoe,quantifiable,212.5946774,13383409.54,64,3767,656590,39.6,1.50E+11,6.00E+05,d02f08179b593ad919b13ad4a487571d3f9e52d9
1412,5/25/20,CO,Arapahoe,quantifiable,127.4851704,42238163.01,36,4075,656590,36.2,1.37E+11,6.00E+05,d02f08179b593ad919b13ad4a487571d3f9e52d9
1413,3/25/20,FL,Miami_Dade,quantifiable,23.28453132,unmeasured,153,491,2716940,69,2.61E+11,829725,e1e6593e60cb31d5191e868461d2630a74c10f3a
1414,5/19/20,VT,Chittenden,not detected,NA,unmeasured,0,439,163774,1.62,6132367440,20000,399a62475e123d7e12de99aa21a51e3b4bd44be4
1415,5/20/20,VT,Chittenden,not detected,NA,21303513.33,0,439,163774,0.61,2309101320,10000,027748c0cfac3213364e5f07396f56e0bec4e7ee
1416,5/14/20,IN,Tippecanoe,quantifiable,103.129042,5870941.758,7,268,195732,6.33,23961657960,48000,d796825205a31f8b0a7fe95852d2eb7dea7037db
1417,5/18/20,IN,Tippecanoe,not detected,NA,4370481.314,4,307,195732,9.23,34939352760,48000,d796825205a31f8b0a7fe95852d2eb7dea7037db
1418,5/26/20,IN,Tippecanoe,not detected,NA,16105159.19,2,375,195732,6.65,25172989800,48000,d796825205a31f8b0a7fe95852d2eb7dea7037db
1419,5/27/20,NJ,Union,not detected,NA,21138905.21,31,15324,556341,30,1.14E+11,250000,f6b427921f8978d8501f55b7c69edce018f642a6
1420,5/20/20,NJ,Union,quantifiable,23.44424191,28351610.4,91,15122,556341,30,1.14E+11,250000,f6b427921f8978d8501f55b7c69edce018f642a6
1421,6/1/20,NJ,Union,quantifiable,6.269385287,32176106.54,37,15858,556341,30,1.14E+11,250000,f6b427921f8978d8501f55b7c69edce018f642a6
1422,6/1/20,NC,Wake,quantifiable,4.997544758,21879504.95,90,1773,1111761,7.18,27179258160,98500,ee96e36d2836c640b5a398c3b41f1a2350fb93d6
1423,5/25/20,NC,Wake,quantifiable,11.09336297,15560015.38,23,1471,1111761,6.89,26081488680,98500,ee96e36d2836c640b5a398c3b41f1a2350fb93d6
1424,5/11/20,NC,Wake,not detected,NA,12364320.89,18,1048,1111761,6.45,24415907400,98500,ee96e36d2836c640b5a398c3b41f1a2350fb93d6
1425,5/18/20,NC,Wake,quantifiable,6.043497049,unmeasured,27,1239,1111761,6.32,23923803840,98500,ee96e36d2836c640b5a398c3b41f1a2350fb93d6
1426,5/19/20,WA,Pacific,not detected,NA,unmeasured,0,9,22471,0.15,567811800,1884,44a29360d8460b94d30805695b4de7744a818c60
1427,5/5/20,NV,Elko,not detected,NA,8039569.015,0,15,52778,2.45,9274259400,20467,df8fc0ca114a1e7f8efd5fa086e0326807381732
1428,5/12/20,NV,Elko,not detected,NA,7574862.817,3,18,52778,2.35,8895718200,20467,df8fc0ca114a1e7f8efd5fa086e0326807381732
1429,5/19/20,NV,Elko,not detected,NA,unmeasured,1,21,52778,2.52,9539238240,20467,df8fc0ca114a1e7f8efd5fa086e0326807381732
1430,5/26/20,NV,Elko,not detected,NA,15560015.38,0,22,52778,2.52,9539238240,20467,df8fc0ca114a1e7f8efd5fa086e0326807381732
1431,5/26/20,PA,Chester,not detected,NA,unmeasured,26,2454,524989,0.082,310403784,925,67af9e95cfb63d1016a04fb3e48edfb4f76aade2
1432,5/18/20,PA,Chester,not detected,NA,4136197.499,35,2153,524989,0.068,257408016,925,67af9e95cfb63d1016a04fb3e48edfb4f76aade2
1433,5/13/20,PA,Chester,not detected,NA,398769.8106,26,1955,524989,0.061,230910132,925,67af9e95cfb63d1016a04fb3e48edfb4f76aade2
1434,5/19/20,AZ,Pima,not detected,NA,unmeasured,63,1888,1047279,0.02,75708240,250,9995cbb5a7e851af9882e4ca8d8bb183398271f8
1435,5/19/20,AZ,Pima,not detected,NA,unmeasured,63,1888,1047279,0.04,151416480,400,d4a47abcb58f2c790e2b8e2b496e23bed00c06b8
1436,3/25/20,FL,Miami_Dade,not detected,NA,unmeasured,153,491,2716940,80,3.03E+11,920528,6fbca53ba2b2c3b147be598522d340b6db6b2ce8
1437,5/17/20,AZ,Pima,quantifiable,72.66244423,7732995.76,33,1814,1047279,23.688,89668839456,347900,75095c74f6f2268b9126b92405f1be486684e6ff
1438,5/17/20,AZ,Pima,not detected,NA,6532332.343,33,1814,1047279,29.609,1.12E+11,415815,cf4a6579cea94ebc659ec3dca67e93f26434e095
1439,5/19/20,NJ,Hunterdon,quantifiable,326.5204008,unmeasured,39,885,124371,2.4,9084988800,9600,ecd77e1e59a1671b958174b3b71e44ae82ebdca8
1440,5/26/20,NJ,Hunterdon,not detected,NA,unmeasured,1,967,124371,2,7570824000,9600,ecd77e1e59a1671b958174b3b71e44ae82ebdca8
1441,6/1/20,PA,Erie,quantifiable,26.14125057,13463934.54,16,295,269728,34.38,1.30E+11,2.00E+05,093584f1a5b378d314c2db9796cc26aee119b637
1442,5/20/20,PA,Erie,quantifiable,9.569416644,unmeasured,16,163,269728,35.3,1.34E+11,2.00E+05,093584f1a5b378d314c2db9796cc26aee119b637
1443,5/26/20,PA,Erie,quantifiable,31.96054394,unmeasured,6,223,269728,33.77,1.28E+11,2.00E+05,093584f1a5b378d314c2db9796cc26aee119b637
1444,5/25/20,PA,Montgomery,quantifiable,16.16440035,14177657.85,51,6576,830915,3.008,11386519296,28000,fafa2ad2e721eb51c1130369aee1f19140745313
1445,6/1/20,PA,Montgomery,quantifiable,92.28238541,14724989.42,32,7093,830915,3.008,11386519296,28000,fafa2ad2e721eb51c1130369aee1f19140745313
1446,5/19/20,PA,Montgomery,quantifiable,63.5558092,1544856.938,51,6063,830915,3.008,11386519296,28000,fafa2ad2e721eb51c1130369aee1f19140745313
1447,5/19/20,IN,Lake,quantifiable,12.2640382,unmeasured,60,2946,485493,124,4.69E+11,149941,9f229747c2b89822e757e94186fe5bf885e5709a
1448,5/26/20,IN,Lake,not detected,NA,4775584.031,21,3320,485493,103,3.90E+11,149941,9f229747c2b89822e757e94186fe5bf885e5709a
1449,5/20/20,IN,Lake,not detected,NA,6478026.614,78,3024,485493,7.864,29768479968,28040,b9ea18d02d6d5d736108f340aa8e7540086d71b1
1450,5/27/20,IN,Lake,not detected,NA,8458230.016,27,3347,485493,5.708,21607131696,28040,b9ea18d02d6d5d736108f340aa8e7540086d71b1
1451,5/20/20,IN,Lake,not detected,NA,32650755.31,78,3024,485493,0.6,2271247200,1458,80bc3a87f18edcc1a24a99998a9fe008f6ea2bf7
1452,5/27/20,IN,Lake,quantifiable,10.23373163,unmeasured,27,3347,485493,0.422,1597443864,1458,80bc3a87f18edcc1a24a99998a9fe008f6ea2bf7
1453,5/20/20,IN,Lake,quantifiable,14.69880431,7687466.43,78,3024,485493,3.164,11977043568,10411,7fdcef7607c653096a6747fca1fa9580c922b15e
1454,5/27/20,IN,Lake,quantifiable,25.9555792,unmeasured,27,3347,485493,2.707,10247110284,10411,7fdcef7607c653096a6747fca1fa9580c922b15e
1455,3/25/20,FL,Miami_Dade,quantifiable,40.99376063,unmeasured,153,491,2716940,85,3.22E+11,776150,a81d9dccee935819285160a695e4099b0b503846
1456,4/1/20,FL,Miami_Dade,quantifiable,22.3456768,921043.753,79,2202,2716940,64,2.42E+11,829725,e1e6593e60cb31d5191e868461d2630a74c10f3a
1457,5/20/20,IN,Lake,quantifiable,7.032472348,6885369.196,78,3024,485493,3.37,12756838440,8978,4ded4d78bccb173a621dc4481e9cc6b611f28ba7
